Video_ID,Channel_Name,Title,Content_Category,Published_Date,Upload_Hour,Duration_Seconds,Has_Captions,Tags_Count,Views,Likes,Comments,Channel_Subscribers,Age_in_Days,Engagement_Rate_%,Views_Per_Day,Viral_Multiplier
LrvLx5jrAa0,Damii,මාස 6න් 3As | Tricks and tips | A/L in 6 months |9As in 2021(2020)| 3As in 2022(2021),A/L Content,2022-12-08,10,1212,False,0,39583,1712,144,1800,1357,4.69,29.17,21.99
6gPJ0JCviTw,Higher Education SriLanka,A/L මාස 6න් 3A ගන්න හොදම Study Plan එක | How to Get 3A's in 6 Months for A/L Exam,A/L Content,2026-02-02,12,781,False,0,5949,380,49,128000,205,7.21,29.02,0.05
Z9YqbGDYmX8,Ravindu Bandaranayake,HISTORY OF THE COMPUTER - Advanced Level ICT,A/L Content,2022-07-06,17,10991,False,0,43481,2011,79,198000,1512,4.81,28.76,0.22
vt1AJXT3DS0,Happy with sapu,Mini study vlog 📝👌#studytips #studyvlog#srilanka,Motivation & Tips,2022-12-12,15,31,False,0,38710,1633,8,188,1353,4.24,28.61,205.9
ihUroFFyuRc,KK Academy SL,A/L වලට commerce කරන්න ඔනේ qualifications,A/L Content,2024-05-30,2,520,False,19,23285,834,76,123000,818,3.91,28.47,0.19
C4dLF_LLyIs,20 minutesLk,A/L පසු ගුරුවරයෙකු වෙන කෙටිම මග (Bachelor Education  in Natural Science Degree in Open University),A/L Content,2021-12-02,15,1148,True,22,49133,757,379,80100,1728,2.31,28.43,0.61
FUwy0QMRhnw,KaviDX,2025 A/L ICT Short Notes PDF Download 📚 | Theory Notes | උසස් පෙළ කෙටි සටහන් නෝට්ස් #2025al #ict2025,A/L Content,2025-11-23,9,80,False,12,7840,211,48,17000,276,3.3,28.41,0.46
reizkvYdu8I,Com Maths,2025 AL | සීමාව | PART 02 | Combined Maths | Ruwan Darshana,A/L Content,2025-10-11,14,9726,False,4,9057,296,8,24300,319,3.36,28.39,0.37
egAs-vLPtoQ,KK Academy SL,Why External Degrees Are a Game Changer for A/L  Students,A/L Content,2024-06-19,12,623,False,17,22420,511,135,123000,798,2.88,28.1,0.18
_rNkuOBhMX8,TeamOne Learning LK,A/L Combined Maths Paper - Time Management (Exam tips in Sinhala) | TeamOne Learning,A/L Content,2020-01-28,20,292,False,29,67365,2587,69,191000,2402,3.94,28.05,0.35
DcsCPQAJrm8,ICT with Shashika Madhushan,ICT Speed Revision l Grade 11 l Lesson 3,General Education,2023-09-28,11,2091,False,0,29232,1112,76,11900,1063,4.06,27.5,2.46
0RO7NNZTI5s,IQ Labs,2018 OL ගණිතය II - Part A | 2018 O/L Mathematics II,O/L Content,2019-11-12,5,2245,False,9,67904,1130,64,116000,2479,1.76,27.39,0.59
lamg5QlK-iE,KK Academy SL,Degrees offered for Advanced Level Commerce Students : 2024,A/L Content,2024-05-31,16,283,False,17,22285,646,66,123000,817,3.19,27.28,0.18
iDhoIzzP1sk,KK Academy SL,Entry-Level Job Opportunities After A/L Exams in Sri Lanka | Best Jobs for School Leavers 2024,A/L Content,2024-12-26,9,357,False,20,16502,430,45,123000,608,2.88,27.14,0.13
lhyO1daJER0,Combined Maths Ruwan Darshana,2025 THEORY | ශ්‍රිත ආරම්භ වේ.. | COMBINED MATHS | RUWAN DARSHANA,General Education,2024-03-28,4,6318,False,15,23719,1076,25,86900,881,4.64,26.92,0.27
UNPKmejw9Nc,4 වටේ - 4 wate,ලංකාවේ පාස් වෙන්න අමාරුම විභාග. Most difficult exams in Sri Lanka.,General Education,2025-03-08,7,29,False,30,14394,351,6,2140,536,2.48,26.85,6.73
fwRFEDxCwIM,SL GADGETS,A/L අසමත් වුනත් උපාධියක් ගන්න හැටි | Open University Foundation Course (OUSL පදනම් පාඨමාලා),A/L Content,2023-03-17,14,603,False,32,33696,1215,104,231000,1258,3.91,26.79,0.15
GS1jEhkYXBE,IIC Lakshya [Tamil],"Best Job Opportunities for Commerce Students | Top Companies, Salary | IIC Lakshya [Tamil]",General Education,2024-07-15,15,212,False,17,20617,563,17,5950,772,2.81,26.71,3.47
l3oHZJMICh0,Scipio 🦊,A/L කරන්න කලින් මේ දේවල් දැනගන්න‼️ | A/L subjects selection | by Scipio Guides🦊✅️,A/L Content,2025-07-23,11,807,False,43,10620,624,27,35000,399,6.13,26.62,0.3
vAK0AbiKU-k,Digital Accounting in Tamil,A/L Business Studies in Tamil |Unit 1 - Introduction to Business | வணிகக்கல்வி அறிமுகம் - Class 21,A/L Content,2021-10-09,11,5662,False,28,46663,1588,154,36400,1782,3.73,26.19,1.28
5We7iihWg9I,KK Academy SL,Best A-Level Subjects to Become a CEO | Career Guide for Future Leaders,General Education,2024-07-11,14,242,False,21,20176,775,37,123000,776,4.02,26.0,0.16
k4NddRWtC98,Hasith Gunawardana,Baby Rats |වවුල් පැටව් #Shorts,General Education,2021-10-26,7,18,False,8,45641,1352,18,29400,1765,3.0,25.86,1.55
W1LpCSbrjH4,Digital Accounting in Tamil,A/L Accounting (Tamil) – Chapter 1: Introduction to Accounting | By Faizal Meeramohaideen,A/L Content,2025-08-13,8,5981,False,19,9517,327,32,36400,378,3.77,25.18,0.26
oMF9AqnzBxw,Sciety,How to study physics for GCE A/L? Study tips,A/L Content,2020-05-12,4,517,False,6,57443,2563,186,28400,2297,4.79,25.01,2.02
f5Z2Z0WSAgk,IMA,මාස 06න් A/L කරන්න පුළුවන්ද ?,A/L Content,2025-03-17,6,1442,False,0,12978,426,69,13500,527,3.81,24.63,0.96
_RCDTeJgn_k,IQ Labs,2018 OL ගණිතය I - Part A – Q-01 to 10 | 2018 O/L Mathematics I,O/L Content,2019-11-07,5,860,False,11,60762,1303,86,116000,2484,2.29,24.46,0.52
_Z5-DFyGVro,Days Of Taruuu,මම AL BS ➡ A ගන්න වැඩ කරපු විදිහ📚❤️| How I worked to get A/L Buisness Study A💖,A/L Content,2024-09-20,4,258,False,23,17223,716,151,874,705,5.03,24.43,19.71
3B8AgoqtJ3o,Dileepa Dilshan,2020 A/L Engeneering Technology Drawing (time_lapse),A/L Content,2021-11-03,5,30,False,0,42734,1667,12,1430,1757,3.93,24.32,29.88
JrmxMs1MJmE,SL ACCOUNTING -Kalum Waduge,උසස් පෙළ Z score හැදෙන විදිය 100% ක් දැනගන්න|how to calculate z score in a/l|sl accounting,A/L Content,2022-06-07,9,646,False,20,37280,1447,107,33600,1541,4.17,24.19,1.11
6_Ttx7xaxAo,AL Kuppiya,A/L commerce ඔයාලට ඕනිම පොත් 10ක් මෙන්න | A/L commerce stream books | A/L kuppiya,A/L Content,2024-04-07,12,488,False,23,20813,853,82,119000,871,4.49,23.9,0.17
9BgLMG8Cf3E,IMA,මාස 6න් උසස්පෙළ කඩිනම් පාඨමාලාව | Masa 6n AL | IMA,A/L Content,2023-01-13,2,96,False,0,31569,599,61,13500,1321,2.09,23.9,2.34
5mstUmqD5zU,Hence Proved Academy,After O/L: How to Choose A/L Subjects | ⚠️கட்டாயமாக பார்க்க வேண்டிய பதிவு | Hence Proved Academy 🎓🎲,A/L Content,2026-03-18,14,2360,False,8,3836,297,71,4410,161,9.59,23.83,0.87
-OT_qlZk9jU,JANITH N ABERATHNA,RAVIDU SIR 😂,General Education,2023-09-23,19,31,False,0,25409,1210,12,35,1068,4.81,23.79,725.97
tRGNCSuuhYI,Janindu Leelananda - Physics,2027 A/L Class Plan | Janindu Leelananda Physics,A/L Content,2025-04-11,9,133,False,0,11944,412,5,12400,502,3.49,23.79,0.96
xYg093O8ZTo,MIHIN LIYANARACHCHI,Success Story | Galle District First ~ KAVINDU THEMIYA | 2020 AL,General Education,2021-05-08,1,395,False,4,45470,2266,106,96400,1936,5.22,23.49,0.47
PH2p9i7iuKE,DO the Duo,Uni Exam එකට ලෑස්ති වෙමු! (Sri Lanka Study Vlog) 📝📖#studyvlog #srilanka #sinhala #uni #exam #vlog,Motivation & Tips,2026-03-15,11,23,False,20,3844,128,9,120,164,3.56,23.44,32.03
IbrOJ2nzuS8,Chishi and Anu Diaries 💌,How to get 3A’s in A/L Maths stream🏆⭐️| මාස කිහිපයකින් A/L Maths ගොඩදාගන්නේ කොහොමද? #viralvideo,A/L Content,2025-10-24,7,61,False,21,7071,301,4,321,306,4.31,23.11,22.03
3Z0zJtx345Y,Maths with Chathura Madushan ,O/L 2025 ඉවරයි 😳 | A/L Subject තෝරන්නේ කොහොමද? Sri Lanka Guide 2026,A/L Content,2026-02-26,13,736,False,14,4150,0,84,38600,181,2.02,22.93,0.11
_j_vH-3fuos,Malith U.Wijewardhana,A/L subject thoranne kohomada,A/L Content,2023-06-15,11,60,False,6,26600,718,9,819,1168,2.73,22.77,32.48
dgn1yeW751U,Madushan Neranjan Combined Maths | CM With MN,අන්තිම දවස් 12 ට Maths ගොඩදාගන්න Plan එකක් | 2022 AL | ඕනම Subject එකකට 12 Days Plan එකක් |CMwithMN|,A/L Content,2023-01-10,13,1254,False,5,29592,1818,191,76100,1324,6.79,22.35,0.39
blk-fSzKJuk,KK Academy SL,A/L Commerce Z Score Guide,A/L Content,2024-06-01,8,536,False,26,18216,362,74,123000,816,2.39,22.32,0.15
vs-K-eBqRYM,Real Adventures ,ලංකාවේ අමාරුම විභාග|Difficult exams in Sri Lanka...😱 #shorts #top10 #viral,General Education,2025-03-30,1,38,False,0,10992,343,0,12700,514,3.12,21.39,0.87
qJeZRSMUXgw,Rifan's Guide,After O/L Courses  in srilanka || தமிழில் || Rifan Sahabdeen,O/L Content,2020-05-11,1,621,False,11,49010,2540,304,3420,2298,5.8,21.33,14.33
8e3Ecm_-Q3o,DP Education - Maths,2017 GCE Ordinary Level Mathematics - Paper 02,O/L Content,2020-11-23,13,7198,False,19,44584,588,32,293000,2102,1.39,21.21,0.15
B00T6sWrsJQ,AL Kuppiya,12 වසරට ඕනිම පොත් 10ක්  | A/L science stream books for grade 12 | A/L kuppiya,A/L Content,2024-03-18,12,395,False,19,18641,625,49,119000,891,3.62,20.92,0.16
wyrdNbOuMFI,AL Kuppiya,"""ආර්ථික විද්‍යාවට ලංකාවෙන් පළවෙනියගෙන් උපදෙසක්""",General Education,2024-09-04,14,57,False,28,15036,699,6,119000,721,4.69,20.85,0.13
-o--e1jnkyM,UniSelector: No.1 A/L App,කොමස් කරන ලමයෙක්ගේ Z Score එක හදමු🤩 #results  #alevel #trending #uniselector,General Education,2025-01-16,1,51,False,0,12157,140,14,23900,587,1.27,20.71,0.51
WsImPiYzvT4,Digital Accounting in Tamil,A/L Commerce Subjects in Tamil medium  | A/L Commerce Lessons Tamil,A/L Content,2020-08-05,12,93,False,30,45601,1367,75,36400,2212,3.16,20.62,1.25
lrqv5EfFUDs,LAKEE'S DAYBOOK... 💐,Al students life in sri lanka 🇱🇰 #motivation #study,A/L Content,2026-05-29,8,23,False,0,1828,60,6,439,89,3.61,20.54,4.16
S4-y1fOCQN8,Buddhipriya Madhavie,Most successful way to do past papers and score high marks,Past Papers & Revision,2022-12-07,8,298,False,17,27674,1154,0,45300,1358,4.17,20.38,0.61
CyI7uhI6RkE,Wishmitha Lowa Wata - විශ්මිත ලොව වටා,ලංකාවේ හොඳම විශ්ව විද්‍යාල 10 | Sri Lanka Top Universities 🇱🇰 #shorts,General Education,2025-11-20,11,37,False,1,5582,150,1,8500,279,2.71,20.01,0.66
cWWSEHvlKg4,Leeen Artist,A/L 2022 exam art...,A/L Content,2022-07-22,17,55,False,0,29555,0,0,863,1496,0.0,19.76,34.25
KBDZ_bR0YPw,Maths with Chathura Madushan ,O/L ෆේල් උනාට A/L ප්‍රයිවට් ලියන්න පුලුවන්ද? සත්‍යය මෙන්න,A/L Content,2025-07-21,10,552,False,14,7863,0,361,38600,401,4.59,19.61,0.2
2TyLDN61n9c,ePapere,ICT මතකාවර්ජනා-11 ශ්‍රේණිය දෙවෙන වාර විභාග ඉලක්කගත ICT සම්පූර්ණ ආවරණය-2nd term seminar exam revision,General Education,2023-10-26,2,7850,False,24,19958,882,44,259000,1035,4.64,19.28,0.08
mH3k1g4oQC0,DP Education - Maths,2021 GCE Ordinary Level Mathematics Past Papers | Paper 02 - part 02,O/L Content,2022-10-27,4,4810,False,10,26593,334,14,293000,1399,1.31,19.01,0.09
UcBMY6S91jk,C ONLINE EDUCATION,O/L History Map Marking | ලේසියෙන් ලංකාවේ ගංඟා ලකුණු කරමු | Grade 10/11 ඉතිහාසය සිතියම් |2| #shorts,O/L Content,2022-09-25,7,16,False,22,27144,1298,7,1210000,1431,4.81,18.97,0.02
TOFXKRWCeLw,SL GADGETS,"O/L , A/L Fail වුන අයට ලංකාවේ කරන්න පුළුවන් පාඨමාලාවන් සියල්ලම | Best courses for After A/L and O/L",A/L Content,2022-12-29,9,730,False,33,25165,866,80,231000,1336,3.76,18.84,0.11
V_wRdq245-g,SL Maths Tamil,GCE OL Maths past paper 2025 (2026) 1st part A (13-25) discussion in Tamil medium / simple method,O/L Content,2026-05-17,3,3426,False,0,1897,47,4,60400,101,2.69,18.78,0.03
DsOrwMApdXU,Prabath Chathuranga,A/L වලට පාඩම් කරන්න කම්මැලි ද?| Study Tips in Sinhala | #shorts,A/L Content,2022-01-21,11,39,False,28,31410,1610,33,19000,1678,5.23,18.72,1.65
aPw92fZ1EfU,Pink Study Diaries,2025 A/L 3 months study plan | #sinhala #al2025 #studyplan,A/L Content,2025-07-30,12,403,False,16,7267,412,55,4690,392,6.43,18.54,1.55
tLA_P5LPcZQ,EIA - Science Park,2024 Pure Maths Explanation | GCE A/L Pure | Structure | Tamil Medium | EIA Science Park,A/L Content,2025-08-17,15,1155,False,0,6923,258,14,10900,374,3.93,18.51,0.64
0NMXs1wVfxk,ICT with Shashika Madhushan,OL ICT - Programming Revision🔴 Lesson 01,O/L Content,2025-07-19,19,20875,False,0,7375,323,20,11900,403,4.65,18.3,0.62
FfwZHLqCDB8,Profession. lk,බැංකු රස්සාවකට එන්නේ කොහොමද? | Trainee Banking Assistant Sri Lanka (After A/L Guide 2026),A/L Content,2026-02-24,13,186,False,16,3344,77,5,896,183,2.45,18.27,3.73
WS_3nzl_8iE,DrD Vlog,Online jobs at home Sri Lanka 2023 Small business ideas Sinhala #DailyTips #srilankajobs #drdvlog,Motivation & Tips,2023-02-09,5,13,False,8,22779,342,2,7180,1294,1.51,17.6,3.17
3txjiBGbjTg,SL GADGETS,A/L අසමත් වුන අයටත් Open University එකෙන් උපාධියක් | Open University Foundation Courses | #ousl,A/L Content,2023-10-22,13,720,False,32,18254,787,122,231000,1039,4.98,17.57,0.08
jdehPx2lGgw,4 වටේ - 4 wate,ලංකාවේ ජනප්‍රියම කාන්තා පාසල්. Best Girl's schools in Sri Lanka.,General Education,2025-03-03,9,36,False,25,9479,328,14,2140,541,3.61,17.52,4.43
I37llfqmEUI,Combined  maths | Maduwantha Hettiarachchi ,උසස්පෙළ සංඛ්‍යානය සම්පූර්ණ සිද්ධාන්ත  | AL Statistics | Mathematics Statistics | sinhala  AL,A/L Content,2025-09-01,12,8271,False,30,6273,241,15,6380,359,4.08,17.47,0.98
TeIgwUQIqE0,Top Ten Shorts,Top 10 Easiest Subjects in AL exam 🤓📚 #advancedlevel #easy #shorts,A/L Content,2023-02-20,12,40,False,7,22405,632,8,1800,1283,2.86,17.46,12.45
Ozc2narijnU,Physics Kuppi,A/L Physics Mechanics - ප්‍රක්ෂිප්ත (PROJECTILES) in Sinhala with example questions,A/L Content,2020-11-02,6,2315,False,27,37072,1030,52,32900,2123,2.92,17.46,1.13
R2sff3ELZRk,Combined Maths | Janindu Rashmika,Matrix (න්‍යාස) - Part 1 - Combined Maths A/L in Sinhala - Janidu Rashmika,A/L Content,2020-03-23,6,1706,False,11,40951,1125,139,35100,2347,3.09,17.45,1.17
oXn7qrVxgp8,WINNING PATH,"Open University Of Sri Lanka Degree programs , OUSL Courses for A/L completed Students",A/L Content,2022-02-08,14,363,False,0,28622,842,134,25900,1660,3.41,17.24,1.11
BC-WvIYFpns,DP Education - Maths,Watch 1000 Maths Questions Targeting O/L Exam,O/L Content,2023-03-15,5,45,False,0,21548,612,7,293000,1260,2.87,17.1,0.07
AEo1NtD4ePs,Sarasavi Saviya සරසවි සවිය,A/L වලට ICT කරනවද? Chemistry කරනවද? |  ICT or Chemistry ? | විශ්ව විද්‍යාල අත්පොත ඇසුරින්,A/L Content,2021-06-12,8,1796,False,22,32044,1065,339,15200,1901,4.38,16.86,2.11
3uuQVAybric,Maths Hub,112  ගුණාකාරය  තප්පර දෙකෙන්  මනෝමයෙන්  ලියමු   Maths Tricks Sinhala   #SHORTS#,General Education,2023-08-18,16,37,False,26,18587,264,1,7340,1104,1.43,16.84,2.53
acQ2OxypBo0,KK Academy SL,Advance Level commerce : Full syllabus,General Education,2023-12-02,5,753,False,19,16799,465,37,123000,998,2.99,16.83,0.14
_ebvdKOvXlY,EDUS Online Institute,G.C.E A/L Combined Maths Syllabus Discussion - Tamil & English Medium - EDUS Online Institute,A/L Content,2022-10-17,6,1048,False,15,23659,719,49,4830,1409,3.25,16.79,4.9
vYVVq-Rv-wk,Edu Tips,"Bachelor of Software Engineering (Honours) Degree, The Open University of Sri Lanka (OUSL)",General Education,2025-10-18,14,10,False,10,5199,72,7,27300,312,1.52,16.66,0.19
8H6_wyYrQEs,Dinushka Sadakelum,A/L Mathematics 07,A/L Content,2022-10-17,11,10,False,0,23418,403,20,637,1409,1.81,16.62,36.76
SNMjZZRuz3c,Rifan's Guide,AL Technology Stream in tamil | Job Vacancies For Technology| Tamil,A/L Content,2021-08-25,1,407,False,17,30251,1188,239,3420,1827,4.72,16.56,8.85
N2q8qhBo3wg,Malsha Tharusha | Maths,2022(2023) O/L Maths past paper 2nd question🤔 Answer 😍,O/L Content,2023-08-16,17,53,False,0,18267,739,6,9600,1106,4.08,16.52,1.9
J3plSMeT5iw,Study TiPs With C.M.R.,how to select A/L Art subjects | 2023/2024 After O/L | Z score වැඩි කලා විෂයන් | Study tips with cmr,A/L Content,2024-09-29,4,413,False,5,11408,304,21,38400,696,2.85,16.39,0.3
ytiK_bApUKc,EV Maths,2022(2023) O/L maths past papers ANSWERS,O/L Content,2023-06-07,8,16,False,0,19039,468,0,164,1176,2.46,16.19,116.09
SfSaXXIkOjM,Bandara Palipana,"2027 A/L Commerce Fast Track | Accounting, Economics & BS Revision (LK) #al2027 #alcommerce #alexam",A/L Content,2025-10-27,2,7,False,15,4851,42,1,328,303,0.89,16.01,14.79
HBAU9T7tFS4,RiseForge,සාමාන්‍ය පෙලට මූණ දෙන අන්තිම දවස් ටික ol exam 2025 2026 sinhala maths english dp ict past papers,O/L Content,2026-02-06,17,1145,False,10,3208,114,5,17400,201,3.71,15.96,0.18
-txz5kDeJp8,Student Lanka,University Colleges - A/L S3 ට නොමිලේ NVQ ජාතික ඩිප්ලෝමා සහ උපාධි,A/L Content,2024-10-09,2,398,False,7,10908,349,44,100000,686,3.6,15.9,0.11
6STMqtxNBlk,WiDi Exam Hub,A/L වල අමාරුම Subject 10 😱🥹 #examstudy #study #studytipsandtricks,A/L Content,2025-03-09,13,37,False,51,8483,356,5,25800,535,4.26,15.86,0.33
LK1OiCAPrfo,Kasun Godawatta,OL ICT MCQ පේපරේ 40 න් 40 ගොඩදාමු  Perfect Score in OL ICT: 40/40 Tips & Tricks!,O/L Content,2024-01-05,15,15,False,0,15267,408,17,192,964,2.78,15.84,79.52
MnAh0u4oemk,Isiwara Wedaduru,Best Boys Schools in Sri Lanka 2024,General Education,2024-05-11,5,47,False,2,13205,610,62,43,837,5.09,15.78,307.09
RwCvm-vpdCg,Econ by Lucky Chathuranga,2027 A/L OPENING SEMINAR  || Economics ආර්ථික විද්‍යාව | අ.පො.ස උසස් පෙළ | Econ by Lucky Chathuranga,A/L Content,2025-04-22,4,4047,False,39,7661,300,10,69000,491,4.05,15.6,0.11
VPnqrqrTsOg,Kalika Tech Guide,A 🔥famous  place🔥 in 🇱🇰Sri Lanka🇱🇰 essay #essay #srilanka,General Education,2025-01-24,9,14,False,0,8867,138,10,691,579,1.67,15.31,12.83
HlIxIA_rbDk,ICT with Shashika Madhushan,ICT Speed Revision l Grade 11 l Lesson 2,General Education,2023-09-27,22,2430,False,0,16167,524,26,11900,1064,3.4,15.19,1.36
CCY-QBQ81xU,AMS Motivation ,Charaka Dhananjaya Sir Motivation 🖤🖤🖤 #popular #viral #2025 #srilanka,A/L Content,2025-07-15,6,56,False,0,6147,404,4,419,407,6.64,15.1,14.67
580z3jTlyQ4,Maths With Teena,2021{2022} O/L MATHS PAPER SCHEME TAMIL MEDIUM2 #grade11maths #MATHS WITH TEENA  #MARKING SCHEME,O/L Content,2025-03-14,12,20,False,0,7914,0,0,100,530,0.0,14.93,79.14
_RBHlf-azmU,ManasirNexGen,Arts Stream Course Order for advanced level Students  | உயர்தர கலை துறைக்கான கற்கைநெறிகள் 🔕,A/L Content,2025-05-05,2,2625,True,26,7133,0,156,3890,478,2.19,14.92,1.83
